user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_003021725	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus sp003021725	GCA_003021725.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus sp003021725	100.0	0.99	GCA_003021725.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus sp003021725	100.0	0.99	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003021705.1, s__Halococcus sp003021705, 95.0, 87.61, 0.76; GCA_003021235.1, s__Halococcus sp003021235, 95.0, 80.9, 0.65; GCA_003022925.1, s__Halococcus sp003022925, 95.0, 79.47, 0.59; GCA_003021045.1, s__Halococcus sp003021045, 95.0, 77.11, 0.29; GCF_000336915.1, s__Halococcus saccharolyticus, 95.0, 77.08, 0.26; GCF_000336695.1, s__Halococcus morrhuae, 95.0, 77.08, 0.26; GCF_000755245.1, s__Halococcus sediminicola, 95.0, 77.04, 0.23; GCF_000336715.1, s__Halococcus thailandensis, 95.0, 77.04, 0.25; GCF_000336935.1, s__Halococcus salifodinae, 95.0, 76.96, 0.27; GCF_009900715.1, s__Halococcus salsus, 95.0, 76.92, 0.25; GCF_000336675.1, s__Halococcus hamelinensis, 95.0, 76.9, 0.25; GCF_000334895.1, s__Halococcus agarilyticus, 95.0, 76.86, 0.28; GCA_003022685.1, s__Halococcus sp003022685, 95.0, 76.86, 0.34	90.31	11	N/A	N/A
GCA_003022865	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SW-7-71-33;g__SW-7-71-33;s__SW-7-71-33 sp003022865	GCA_003022865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SW-7-71-33;g__SW-7-71-33;s__SW-7-71-33 sp003022865	100.0	0.99	GCA_003022865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SW-7-71-33;g__SW-7-71-33;s__SW-7-71-33 sp003022865	100.0	0.99	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SW-7-71-33;g__SW-7-71-33;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003023195.1, s__SW-7-71-33 sp003023195, 95.0, 77.57, 0.47	72.04	11	N/A	N/A
GCA_003139855	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	100.0	0.99	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	100.0	0.99	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.5, 0.65; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 88.97, 0.74; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.73, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.28, 0.51; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.12, 0.33	93.06	11	N/A	N/A
GCA_003144275	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp003144275	GCA_003144275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp003144275	100.0	1.0	GCA_003144275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp003144275	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057635.1, s__Hodarchaeum sp019057635, 95.0, 94.16, 0.81; GCA_016839785.1, s__Hodarchaeum sp016839785, 95.0, 80.24, 0.49; GCA_016839815.1, s__Hodarchaeum sp016839815, 95.0, 78.41, 0.32; GCA_016840035.1, s__Hodarchaeum sp016840035, 95.0, 77.95, 0.24	88.5	11	N/A	N/A
GCA_003166335	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	100.0	0.99	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	100.0	0.99	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 86.85, 0.75; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.41, 0.72; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.42, 0.14	98.88	11	N/A	N/A
GCA_003194435	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__G60ANME1;s__G60ANME1 sp003194435	GCA_003194435.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__G60ANME1;s__G60ANME1 sp003194435	99.99	0.99	GCA_003194435.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__G60ANME1;s__G60ANME1 sp003194435	99.99	0.99	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.89	11	N/A	N/A
GCA_003194445	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster;s__Methanogaster sp003194445	GCA_003194445.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster;s__Methanogaster sp003194445	99.99	0.98	GCA_003194445.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster;s__Methanogaster sp003194445	99.99	0.98	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003661105.1, s__Methanogaster sp003661105, 95.0, 91.74, 0.8; GCA_013572355.1, s__Methanogaster sp013572355, 95.0, 89.4, 0.9; GCA_002503595.1, s__Methanogaster sp002503595, 95.0, 88.74, 0.73; GCA_002506015.1, s__Methanogaster sp002506015, 95.0, 80.87, 0.44; GCA_004211975.1, s__Methanogaster sp004211975, 95.0, 80.16, 0.35; GCA_003601535.1, s__Methanogaster sp003601535, 95.0, 79.05, 0.51; GCA_012961645.1, s__Methanogaster sp012961645, 95.0, 78.38, 0.42	96.25	11	N/A	N/A
GCA_003230355	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__SZUA-236;g__SZUA-236;s__SZUA-236 sp003230355	GCA_003230355.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__SZUA-236;g__SZUA-236;s__SZUA-236 sp003230355	100.0	0.98	GCA_003230355.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__SZUA-236;g__SZUA-236;s__SZUA-236 sp003230355	100.0	0.98	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__SZUA-236;g__SZUA-236;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002923215.1, s__SZUA-236 sp002923215, 95.0, 85.94, 0.68	83.41	11	N/A	N/A
GCA_003601785	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785	GCA_003601785.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785	100.0	0.98	GCA_003601785.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785	100.0	0.98	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.92	11	N/A	N/A
GCA_003601875	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875	GCA_003601875.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875	100.0	0.97	GCA_003601875.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875	100.0	0.97	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	66.58	11	N/A	N/A
GCA_003662745	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.47	11	0.48047042179116795	N/A
GCA_004377185	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__SOIM01;g__SOIM01;s__SOIM01 sp004377185	GCA_004377185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__SOIM01;g__SOIM01;s__SOIM01 sp004377185	100.0	1.0	GCA_004377185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__SOIM01;g__SOIM01;s__SOIM01 sp004377185	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.12	11	N/A	N/A
GCA_005877305	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp005877305	GCA_005877305.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp005877305	100.0	0.99	GCA_005877305.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp005877305	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_007280335.1, s__TA-20 sp007280335, 95.0, 86.24, 0.7; GCA_013287585.1, s__TA-20 sp013287585, 95.0, 85.47, 0.64; GCA_016201435.1, s__TA-20 sp016201435, 95.0, 85.19, 0.77	75.4	11	N/A	N/A
GCA_005884215	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075	GCA_005883075.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075	98.5	0.86	GCA_005883075.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075	98.5	0.86	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005883085.1, s__40CM-2-53-6 sp005883085, 95.0, 91.71, 0.63; GCA_005884605.1, s__40CM-2-53-6 sp005884605, 95.0, 88.4, 0.74; GCA_005888745.1, s__40CM-2-53-6 sp005888745, 95.0, 85.89, 0.83; GCA_001918745.1, s__40CM-2-53-6 sp001918745, 95.0, 84.51, 0.75; GCA_005882895.1, s__40CM-2-53-6 sp005882895, 95.0, 83.81, 0.74; GCA_005881695.1, s__40CM-2-53-6 sp005881695, 95.0, 83.26, 0.74; GCA_005883695.1, s__40CM-2-53-6 sp005883695, 95.0, 82.72, 0.57; GCA_005888755.1, s__40CM-2-53-6 sp005888755, 95.0, 81.13, 0.75; GCA_005881615.1, s__40CM-2-53-6 sp005881615, 95.0, 81.06, 0.66; GCA_005884195.1, s__40CM-2-53-6 sp005884195, 95.0, 81.04, 0.68; GCA_001918765.1, s__40CM-2-53-6 sp001918765, 95.0, 80.77, 0.52	72.1	11	N/A	N/A
GCA_005884265	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883085	GCA_005883085.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883085	98.73	0.8	GCA_005883085.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883085	98.73	0.8	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005883075.1, s__40CM-2-53-6 sp005883075, 95.0, 92.16, 0.71; GCA_005884605.1, s__40CM-2-53-6 sp005884605, 95.0, 88.09, 0.61; GCA_005888745.1, s__40CM-2-53-6 sp005888745, 95.0, 85.51, 0.71; GCA_001918745.1, s__40CM-2-53-6 sp001918745, 95.0, 84.45, 0.62; GCA_005882895.1, s__40CM-2-53-6 sp005882895, 95.0, 83.73, 0.64; GCA_005881695.1, s__40CM-2-53-6 sp005881695, 95.0, 83.5, 0.61; GCA_005883695.1, s__40CM-2-53-6 sp005883695, 95.0, 82.49, 0.59; GCA_005888755.1, s__40CM-2-53-6 sp005888755, 95.0, 81.3, 0.65; GCA_001918765.1, s__40CM-2-53-6 sp001918765, 95.0, 81.2, 0.52; GCA_005884195.1, s__40CM-2-53-6 sp005884195, 95.0, 80.62, 0.56; GCA_005881615.1, s__40CM-2-53-6 sp005881615, 95.0, 80.56, 0.56	64.53	11	N/A	N/A
GCA_007280335	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp007280335	GCA_007280335.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp007280335	100.0	0.99	GCA_007280335.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp007280335	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016201435.1, s__TA-20 sp016201435, 95.0, 91.72, 0.8; GCA_013287585.1, s__TA-20 sp013287585, 95.0, 91.65, 0.68; GCA_005877305.1, s__TA-20 sp005877305, 95.0, 86.24, 0.7	91.94	11	N/A	N/A
GCA_009889625	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889625	GCA_009889625.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889625	100.0	1.0	GCA_009889625.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889625	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002503845.1, s__UBA12382 sp002503845, 95.0, 79.47, 0.65; GCA_009889685.1, s__UBA12382 sp009889685, 95.0, 78.56, 0.61	89.26	11	N/A	N/A
GCA_009889685	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889685	GCA_009889685.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889685	100.0	0.98	GCA_009889685.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp009889685	100.0	0.98	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002503845.1, s__UBA12382 sp002503845, 95.0, 83.12, 0.91; GCA_009889625.1, s__UBA12382 sp009889625, 95.0, 78.56, 0.61	68.54	11	N/A	N/A
GCA_010028495	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp010028495	GCA_010028495.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp010028495	100.0	0.99	GCA_010028495.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp010028495	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002787055.1, s__Nitrosotenuis aquarius, 95.0, 81.53, 0.67; GCA_016872015.1, s__Nitrosotenuis sp016872015, 95.0, 81.47, 0.64; GCA_016872055.1, s__Nitrosotenuis sp016872055, 95.0, 80.75, 0.64; GCF_000955905.1, s__Nitrosotenuis cloacae, 95.0, 80.26, 0.67; GCA_002499525.1, s__Nitrosotenuis sp002499525, 95.0, 79.81, 0.56; GCA_900299125.1, s__Nitrosotenuis sp900299125, 95.0, 78.83, 0.42; GCF_000685395.1, s__Nitrosotenuis chungbukensis, 95.0, 77.72, 0.28; GCF_013407275.1, s__Nitrosotenuis sp013407275, 95.0, 77.68, 0.28; GCA_016844685.1, s__Nitrosotenuis sp016844685, 95.0, 77.64, 0.29; GCF_000723185.1, s__Nitrosotenuis uzonensis, 95.0, 77.55, 0.23; GCA_016215465.1, s__Nitrosotenuis sp016215465, 95.0, 77.38, 0.28; GCA_005240025.1, s__Nitrosotenuis sp005240025, 95.0, 76.91, 0.21; GCA_004322465.1, s__Nitrosotenuis sp004322465, 95.0, 76.84, 0.21	85.47	11	N/A	N/A
GCA_011523285	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285	GCA_011523285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285	100.0	0.99	GCA_011523285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.15	11	N/A	N/A
GCA_013306035	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	GCA_013306035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	100.0	1.0	GCA_013306035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	100.0	1.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013378385.1, s__UBA57 sp013378385, 95.0, 94.72, 0.83; GCA_002693165.1, s__UBA57 sp002693165, 95.0, 81.84, 0.4; GCA_002495905.1, s__UBA57 sp002495905, 95.0, 81.6, 0.73; GCA_002713205.1, s__UBA57 sp002713205, 95.0, 78.42, 0.25	90.25	11	N/A	N/A
GCA_013329575	d__Archaea;p__Halobacteriota;c__Methanoliparia;o__Methanoliparales;f__Methanoliparaceae;g__Methanoliparum;s__Methanoliparum sp8915u	GCA_013329575.1	95.0	d__Archaea;p__Halobacteriota;c__Methanoliparia;o__Methanoliparales;f__Methanoliparaceae;g__Methanoliparum;s__Methanoliparum sp8915u	100.0	0.98	GCA_013329575.1	95.0	d__Archaea;p__Halobacteriota;c__Methanoliparia;o__Methanoliparales;f__Methanoliparaceae;g__Methanoliparum;s__Methanoliparum sp8915u	100.0	0.98	d__Archaea;p__Halobacteriota;c__Methanoliparia;o__Methanoliparales;f__Methanoliparaceae;g__Methanoliparum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004212075.1, s__Methanoliparum thermophilum, 95.0, 80.3, 0.66	80.76	11	N/A	N/A
GCA_013329855	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12 sp8695u	GCA_013329855.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12 sp8695u	100.0	0.97	GCA_013329855.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12 sp8695u	100.0	0.97	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001800825.1, s__RBG-16-68-12 sp001800825, 95.0, 78.68, 0.48; GCA_001800745.1, s__RBG-16-68-12 sp001800745, 95.0, 78.39, 0.29; GCA_011362635.1, s__RBG-16-68-12 sp011362635, 95.0, 77.9, 0.33; GCA_005878615.1, s__RBG-16-68-12 sp005878615, 95.0, 77.54, 0.24; GCA_005878985.1, s__RBG-16-68-12 sp005878985, 95.0, 77.52, 0.28; GCA_005879065.1, s__RBG-16-68-12 sp005879065, 95.0, 77.41, 0.21; GCA_005878415.1, s__RBG-16-68-12 sp005878415, 95.0, 77.33, 0.25; GCA_005878995.1, s__RBG-16-68-12 sp005878995, 95.0, 77.2, 0.21; GCA_005878485.1, s__RBG-16-68-12 sp005878485, 95.0, 77.18, 0.24; GCA_011331255.1, s__RBG-16-68-12 sp011331255, 95.0, 77.13, 0.25; GCA_005878525.1, s__RBG-16-68-12 sp005878525, 95.0, 77.1, 0.23; GCA_005878635.1, s__RBG-16-68-12 sp005878635, 95.0, 77.01, 0.19; GCA_005878515.1, s__RBG-16-68-12 sp005878515, 95.0, 76.72, 0.23	65.87	11	N/A	N/A
GCA_013330215	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__UBA12276 sp8261u	GCA_013330215.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__UBA12276 sp8261u	100.0	0.99	GCA_013330215.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__UBA12276 sp8261u	100.0	0.99	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	56.11	11	N/A	N/A
GCA_013330595	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__UBA9642 sp12459u	GCA_013330595.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__UBA9642 sp12459u	100.0	0.99	GCA_013330595.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__UBA9642 sp12459u	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.98	11	N/A	N/A
GCA_013330855	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA12030;g__UBA12030;s__UBA12030 sp10106u	GCA_013331945.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA12030;g__UBA12030;s__UBA12030 sp10106u	99.73	0.93	GCA_013331945.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA12030;g__UBA12030;s__UBA12030 sp10106u	99.73	0.93	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA12030;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.48	11	N/A	N/A
